feature,route,page,page_file,screen_level,archetype,body_grade,official_density_score,visual_density_risk_score,visual_density_priority,tokenized_fixed_height_refs,tokenized_gap_refs,spacer_refs,manual_content_refs,bottom_inset_refs,root_top_chrome_refs,detail_top_chrome_refs,scroll_refs,grid_or_wrap_refs,root_causes,recommendation,source_files,unresolved_source_files
trade_compliance,AppRoutePaths.tradeMarginMarketDataAnalytics,MarketDataAnalyticsPage,flutter_app/lib/features/trade_compliance/presentation/pages/execution/market_data_analytics_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/execution/market_data_analytics_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/market_data_analytics_funding_traders.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/market_data_analytics_liquidations.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/market_data_analytics_open_interest.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/market_data_analytics_sentiment.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/execution/market_data_analytics_shared.dart,
trade_compliance,AppRoutePaths.tradeCopyOmbudsmanReferral,OmbudsmanReferralPage,flutter_app/lib/features/trade_compliance/presentation/pages/complaints/ombudsman_referral_page.dart,L1_utilityHub,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/complaints/ombudsman_referral_page.dart,
trade_compliance,AppRoutePaths.tradeCopyPerformanceScenarios,PerformanceScenariosPage,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/performance_scenarios_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/performance_scenarios_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/performance_scenarios_intro_widgets.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/performance_scenarios_outcome_widgets.dart,
trade_compliance,AppRoutePaths.tradeCopyProductGovernance,ProductGovernancePage,flutter_app/lib/features/trade_compliance/presentation/pages/governance/product_governance_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,2,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/governance/product_governance_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/product_governance_overview_tabs.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/product_governance_products.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/product_governance_reviews_distribution.dart,
trade_compliance,AppRoutePaths.tradeCopyRiyCalculator,RIYCalculatorPage,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/riy_calculator_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/riy_calculator_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/riy_calculator_page_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/riy_calculator_page_sections.dart,
trade_compliance,AppRoutePaths.tradeCopyRegulatoryDisclosures,RegulatoryDisclosuresPage,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/regulatory_disclosures_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/regulatory_disclosures_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/regulatory_disclosures_actions.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/regulatory_disclosures_cards.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/regulatory_disclosures_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/regulatory_disclosures_hero_tabs.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/regulatory_disclosures_tabs.dart,
trade_compliance,AppRoutePaths.tradeCopyRegulatoryInspectionReady,RegulatoryInspectionReadyPage,flutter_app/lib/features/trade_compliance/presentation/pages/governance/regulatory_inspection_ready_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/governance/regulatory_inspection_ready_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/regulatory_inspection_ready_page_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/governance/regulatory_inspection_ready_page_sections.dart,
trade_compliance,AppRoutePaths.tradeCopyRegulatoryReportsDashboard,RegulatoryReportsDashboardPage,flutter_app/lib/features/trade_compliance/presentation/pages/hub/regulatory_reports_dashboard_page.dart,L2_sectionHub,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/hub/regulatory_reports_dashboard_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_controls.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_exports.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_kpis.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_overview.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_painters.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/hub/regulatory_reports_dashboard_queue_compliance.dart,
trade_compliance,AppRoutePaths.tradeCopyRiskIndicatorExplainer,RiskIndicatorExplainerPage,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/risk_indicator_explainer_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_compliance/presentation/pages/disclosures/risk_indicator_explainer_page.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/risk_indicator_details_common.dart;flutter_app/lib/features/trade_compliance/presentation/widgets/disclosures/risk_indicator_scale_intro.dart,
trade_copy,AppRoutePaths.tradeCopyActive,ActiveCopiesPage,flutter_app/lib/features/trade_copy/presentation/pages/hub/active_copies_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/hub/active_copies_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/active_copies_alerts_modal.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/active_copies_card.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/active_copies_expanded_details.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/active_copies_overview.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/active_copies_shared.dart,
trade_copy,'/trade/copy-provider/:providerId/configuration',CopyConfigurationPage,flutter_app/lib/features/trade_copy/presentation/pages/flow/copy_configuration_page.dart,L3_transactionFlow,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/flow/copy_configuration_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/flow/copy_configuration_provider_capital_mode.dart;flutter_app/lib/features/trade_copy/presentation/widgets/flow/copy_configuration_risk_summary.dart;flutter_app/lib/features/trade_copy/presentation/widgets/flow/copy_configuration_validation_common.dart,
trade_copy,'/trade/copy-provider/:providerId/confirmation',CopyConfirmationPage,flutter_app/lib/features/trade_copy/presentation/pages/flow/copy_confirmation_page.dart,L3_transactionFlow,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/flow/copy_confirmation_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/flow/copy_confirmation_page_common.dart;flutter_app/lib/features/trade_copy/presentation/widgets/flow/copy_confirmation_page_sections.dart;flutter_app/lib/features/trade_copy/presentation/widgets/trade_copy_consent_card.dart,
trade_copy,AppRoutePaths.tradeCopyNotifications,CopyNotificationsPage,flutter_app/lib/features/trade_copy/presentation/pages/hub/copy_notifications_page.dart,L1_utilityHub,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,1,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/hub/copy_notifications_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/copy_notifications_page_common.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/copy_notifications_page_sections.dart,
trade_copy,'/trade/copy-performance/:copyId',CopyPerformancePage,flutter_app/lib/features/trade_copy/presentation/pages/analytics/copy_performance_page.dart,L2_entityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/analytics/copy_performance_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/analytics/copy_performance_common.dart;flutter_app/lib/features/trade_copy/presentation/widgets/analytics/copy_performance_details.dart;flutter_app/lib/features/trade_copy/presentation/widgets/analytics/copy_performance_summary_tabs.dart;flutter_app/lib/features/trade_copy/presentation/widgets/trade_copy_header_body_card.dart,
trade_copy,AppRoutePaths.tradeCopySettings,CopySettingsPage,flutter_app/lib/features/trade_copy/presentation/pages/hub/copy_settings_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/hub/copy_settings_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/copy_settings_contacts_privacy.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/copy_settings_controls.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/copy_settings_modes.dart,
trade_copy,AppRoutePaths.demoCopyCard,CopyTradingCardDemo,flutter_app/lib/features/trade_copy/presentation/pages/hub/copy_trading_card_demo.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/hub/copy_trading_card_demo.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/copy_trading_card_demo_common.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/copy_trading_card_demo_sections.dart;flutter_app/lib/features/trade_copy/presentation/widgets/hub/copy_trading_card_demo_widgets.dart,
trade_copy,AppRoutePaths.tradeCopyDisputeResolution,DisputeResolutionPage,flutter_app/lib/features/trade_copy/presentation/pages/safety/dispute_resolution_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/safety/dispute_resolution_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/safety/dispute_resolution_cases.dart;flutter_app/lib/features/trade_copy/presentation/widgets/safety/dispute_resolution_common.dart;flutter_app/lib/features/trade_copy/presentation/widgets/safety/dispute_resolution_form.dart,
trade_copy,'/trade/copy-performance/:copyId/attribution',PerformanceAttributionPage,flutter_app/lib/features/trade_copy/presentation/pages/analytics/performance_attribution_page.dart,L2_entityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/analytics/performance_attribution_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/analytics/performance_attribution_painters.dart;flutter_app/lib/features/trade_copy/presentation/widgets/analytics/performance_attribution_summary_tabs.dart;flutter_app/lib/features/trade_copy/presentation/widgets/analytics/performance_attribution_tabs.dart,
trade_copy,AppRoutePaths.tradeCopyRiskAnalysis,PortfolioRiskAnalysisPage,flutter_app/lib/features/trade_copy/presentation/pages/analytics/portfolio_risk_analysis_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/analytics/portfolio_risk_analysis_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/analytics/portfolio_risk_analysis_page_common.dart;flutter_app/lib/features/trade_copy/presentation/widgets/analytics/portfolio_risk_analysis_page_sections.dart;flutter_app/lib/features/trade_copy/presentation/widgets/trade_copy_header_body_card.dart,
trade_copy,AppRoutePaths.tradeCopyProviderGovernance,ProviderGovernancePage,flutter_app/lib/features/trade_copy/presentation/pages/provider/provider_governance_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/provider/provider_governance_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/provider/provider_governance_page_common.dart;flutter_app/lib/features/trade_copy/presentation/widgets/provider/provider_governance_page_details.dart;flutter_app/lib/features/trade_copy/presentation/widgets/provider/provider_governance_page_overview.dart,
trade_copy,AppRoutePaths.tradeCopySafety,SafetyEducationPage,flutter_app/lib/features/trade_copy/presentation/pages/safety/safety_education_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/safety/safety_education_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/safety/safety_education_page_common.dart;flutter_app/lib/features/trade_copy/presentation/widgets/safety/safety_education_page_sections.dart,
trade_terminal,AppRoutePaths.tradeMarginAdvancedAnalytics,AdvancedAnalyticsPage,flutter_app/lib/features/trade_terminal/presentation/pages/tools/advanced_analytics_page.dart,L2_utilityDetail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,0,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_terminal/presentation/pages/tools/advanced_analytics_page.dart;flutter_app/lib/features/trade_terminal/presentation/widgets/tools/advanced_analytics_page_ai_signals.dart;flutter_app/lib/features/trade_terminal/presentation/widgets/tools/advanced_analytics_page_risk_journal.dart;flutter_app/lib/features/trade_terminal/presentation/widgets/tools/advanced_analytics_page_shared.dart;flutter_app/lib/features/trade_terminal/presentation/widgets/tools/advanced_analytics_page_signal_card.dart;flutter_app/lib/features/trade_terminal/presentation/widgets/tools/advanced_analytics_page_sizing_footer.dart,
trade_terminal,AppRoutePaths.tradeMarginAdvancedDemo,AdvancedTradingDemoPage,flutter_app/lib/features/trade_terminal/presentation/pages/tools/advanced_trading_demo_page.dart,L2_detail,detail,A,0,0,PASS_MONITOR,0,0,0,0,0,0,0,1,2,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_terminal/presentation/pages/tools/advanced_trading_demo_page.dart;flutter_app/lib/features/trade_terminal/presentation/widgets/tools/advanced_trading_demo_page_common.dart;flutter_app/lib/features/trade_terminal/presentation/widgets/tools/advanced_trading_demo_page_sections.dart,
